company_id,investment_age,funding_round_code,funding_amount_mil,IPO,a,acquired,angel,b,c,d,e,f,merged,neeq,post-IPO,delisted,seed,stg_invse,num_investor
c:34412671,9.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34407876,162.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34399785,0.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34394552,39.0,stg_invse,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34391053,8.0,stg_invse,48.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34390808,6.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34390808,4.0,stg_invse,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34389305,49.0,stg_invse,166.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34386278,49.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34383973,40.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34383897,52.0,stg_invse,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34381426,29.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34373919,175.0,stg_invse,166.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34359131,20.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34359131,12.0,angel,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34357198,46.0,stg_invse,48.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34353431,1.0,stg_invse,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34353431,0.0,seed,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
c:34350799,268.0,stg_invse,1625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34350799,255.0,delisted,4504.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
c:34350799,254.0,neeq,70.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
c:34350799,246.0,neeq,22.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
c:34350799,240.0,neeq,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
c:34350799,232.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34348262,5.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34336844,15.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34324829,1.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
c:34324532,15.0,stg_invse,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34319249,2.0,stg_invse,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
c:34314388,8.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34312456,25.0,stg_invse,16.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34308908,15.0,stg_invse,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34306684,27.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34303769,14.0,stg_invse,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34303769,11.0,angel,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34303769,8.0,seed,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
c:34303647,21.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34301789,36.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34301789,6.0,angel,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:34300523,3.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34298635,15.0,stg_invse,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34292691,27.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34290715,148.0,stg_invse,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34282571,27.0,stg_invse,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34277556,0.0,stg_invse,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34275615,15.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34275615,14.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
c:34244845,221.0,stg_invse,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34236608,46.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34227278,402.0,stg_invse,676.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34226927,10.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34226927,3.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:34215974,35.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34210131,100.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34210131,89.0,c,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
c:34210131,67.0,b,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
c:34210131,42.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
c:34210131,0.0,angel,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34208481,42.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34198983,61.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34187210,14.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34185410,6.0,stg_invse,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34184586,6.0,stg_invse,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34184586,2.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
c:34172686,111.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34161403,243.0,stg_invse,821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34158596,237.0,stg_invse,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34157040,105.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
c:34157040,89.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34149738,72.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34148152,15.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34143948,194.0,IPO,523.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34143948,93.0,stg_invse,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34143274,180.0,IPO,404.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34143274,130.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34142459,65.0,stg_invse,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34140381,18.0,a,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
c:34140188,38.0,stg_invse,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34135951,107.0,stg_invse,34.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34126779,19.0,stg_invse,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34125646,140.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34125614,32.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34125253,36.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34125046,320.0,stg_invse,4929.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34125046,6.0,IPO,511.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34124614,19.0,stg_invse,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34121558,17.0,stg_invse,3705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34121558,13.0,acquired,990.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
c:34120832,38.0,stg_invse,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34119695,320.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34116368,44.0,stg_invse,166.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34116311,91.0,stg_invse,2300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34113420,12.0,stg_invse,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34113420,5.0,angel,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0
c:34105607,124.0,stg_invse,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34105607,120.0,delisted,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
c:34105607,113.0,neeq,34.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
c:34101747,8.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34101747,1.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:34099074,121.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34084712,80.0,stg_invse,48.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34084712,67.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34080196,96.0,stg_invse,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34080051,95.0,stg_invse,955.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34076514,97.0,stg_invse,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34076453,270.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34076453,127.0,IPO,165.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
c:34075955,53.0,stg_invse,48.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34070675,49.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34063313,41.0,stg_invse,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34060548,164.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34060548,155.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34059019,33.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34059019,24.0,a,442.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34058683,83.0,acquired,720.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34058683,72.0,stg_invse,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34058662,79.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:34058662,74.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34057799,28.0,stg_invse,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34056354,25.0,stg_invse,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34054838,296.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34054718,52.0,stg_invse,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
c:34052554,36.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34052554,8.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:34049757,34.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34049757,24.0,angel,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:34044848,45.0,acquired,36300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34044848,34.0,stg_invse,5453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34044073,5.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34043069,15.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
c:34041418,151.0,IPO,1310.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
c:34041418,149.0,stg_invse,166.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
c:34041418,41.0,b,77.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
c:34041418,15.0,a,500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34034949,19.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34034803,14.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34023538,10.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34023538,3.0,angel,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:34018355,2.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34017663,32.0,stg_invse,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:34015349,6.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:34005842,232.0,stg_invse,48.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:34003828,5.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33998773,22.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33988685,1.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33987647,16.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33982047,25.0,stg_invse,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33979799,13.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33978195,8.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33976714,78.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33973856,94.0,stg_invse,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33970508,226.0,stg_invse,166.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33970508,140.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33969924,4.0,stg_invse,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33968792,106.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33966983,0.0,stg_invse,430.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33962762,1.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33962515,0.0,stg_invse,304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33954461,-25.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33954028,18.0,stg_invse,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33953383,44.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33953383,2.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33952526,215.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33952526,205.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33946858,28.0,stg_invse,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33946109,281.0,stg_invse,4550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33940591,99.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33940519,152.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33939602,50.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33939583,105.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33936389,5.0,stg_invse,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33928515,1.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33928393,0.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:33927538,7.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33924431,9.0,stg_invse,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33910632,133.0,stg_invse,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33910006,111.0,stg_invse,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33910006,97.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33859130,11.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33857254,75.0,stg_invse,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33856883,201.0,stg_invse,1747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33854053,32.0,stg_invse,2750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33848207,8.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33844808,65.0,stg_invse,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33819073,212.0,stg_invse,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33813404,126.0,stg_invse,851.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33813404,119.0,IPO,568.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33813404,12.0,a,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33812297,99.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33812297,63.0,angel,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
c:33804150,106.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33796923,145.0,stg_invse,1134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33796923,40.0,stg_invse,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33789623,4.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33787201,14.0,stg_invse,682.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33761319,16.0,stg_invse,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33747504,9.0,stg_invse,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33747504,7.0,stg_invse,650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33747504,-16.0,stg_invse,650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33747504,-36.0,stg_invse,296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33747504,-77.0,c,195.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0
c:33747504,-136.0,b,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
c:33747504,-159.0,a,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33715267,106.0,stg_invse,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33709315,66.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33709315,54.0,b,200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0
c:33709315,31.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
c:33709315,0.0,angel,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33708955,280.0,stg_invse,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
c:33708955,204.0,IPO,527.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33703349,5.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33698294,31.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33698136,114.0,stg_invse,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33691482,22.0,stg_invse,27.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33687539,97.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:33687539,73.0,a,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
c:33685337,14.0,stg_invse,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33679531,25.0,stg_invse,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33679531,20.0,angel,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:33678756,31.0,stg_invse,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33676924,10.0,stg_invse,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33676555,195.0,IPO,404.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33676555,185.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33676555,183.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33676555,172.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33676555,147.0,angel,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33654971,1.0,stg_invse,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33651877,225.0,stg_invse,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:33647716,41.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33645517,4.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33645517,4.0,stg_invse,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33643330,107.0,stg_invse,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33638641,0.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33635372,4.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33629935,3.0,stg_invse,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33628049,61.0,stg_invse,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33617310,408.0,stg_invse,105.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33610737,58.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33610737,49.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
c:33610737,43.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
c:33609485,10.0,stg_invse,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33608166,2.0,stg_invse,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
c:33608051,9.0,stg_invse,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33607853,56.0,stg_invse,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33604954,21.0,stg_invse,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33604888,49.0,stg_invse,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33598483,211.0,stg_invse,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33593845,27.0,stg_invse,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33590428,12.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33587735,220.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
c:33587735,162.0,b,85.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0
c:33587735,135.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
c:33583782,219.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33583782,209.0,acquired,347.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
c:33583782,151.0,IPO,527.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
c:33579401,20.0,stg_invse,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33579401,8.0,angel,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
c:33579401,0.0,seed,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
c:33577299,121.0,b,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
c:33577299,113.0,stg_invse,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
c:33577299,97.0,b,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
c:33577299,91.0,a,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
c:33576973,53.0,stg_invse,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
c:33576747,50.0,stg_invse,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
