company_id,age_at_news,pos_sentiment,neg_sentiment
c:19883,34,0.4339,0.5661
c:76897,39,0.9335,0.0665
c:32807102,28,0.428,0.5720000000000001
c:32583876,77,0.0596,0.9404
c:60019,15,0.9701,0.0299
c:43118,41,0.2522,0.7478
c:34108,35,0.4403,0.5597
c:13181460,64,0.9486,0.0514
c:32806907,5,0.1302,0.8698
c:17723,80,0.5842,0.4158
c:32806788,0,0.6478,0.3522
c:8811,54,0.045,0.955
c:75804,45,0.9854,0.0146
c:11376,73,0.9821,0.0179
c:26886,51,0.9307,0.0693
c:32314940,79,0.0239,0.9761
c:39842,27,0.8951,0.1049
c:77365,88,0.9374,0.0626
c:32232642,19,0.013000000000000001,0.987
c:32060,36,0.0362,0.9638
c:32588130,31,0.4013,0.5987
c:33401362,188,0.6606,0.3394
c:33303682,98,0.7417,0.2583
c:81601,28,0.9059,0.0941
c:16766,26,0.9441,0.0559
c:26546,145,0.1815,0.8185
c:14355959,192,0.10400000000000001,0.8959999999999999
c:32633689,9,0.9946,0.0054
c:32784096,6,0.8017,0.1983
c:32827737,197,0.4477,0.5523
c:80483,96,0.9562,0.0438
c:32807303,1,0.9273,0.0727
c:20628120,10,0.2363,0.7637
c:29665,39,0.1371,0.8629
c:32806188,7,0.0344,0.9656
c:80612,28,0.0368,0.9632
c:11646,43,0.5042,0.4958
c:32805716,51,0.2969,0.7031
c:21737336,22,0.5728,0.4272
c:62598,78,0.0096,0.9904
c:23917,55,0.3189,0.6811
c:32702950,5,0.369,0.631
c:32118533,124,0.3483,0.6517
c:33417469,50,0.9871,0.0129
c:35327,39,0.8759,0.1241
c:35327,39,0.8809999999999999,0.11900000000000001
c:32788715,7,0.376,0.624
c:21577,40,0.924,0.076
c:32802953,1,0.9328,0.0672
c:22328,102,0.4525,0.5475
c:83951,23,0.6251,0.3749
c:83121,15,0.1536,0.8464
c:53621,17,0.5064,0.4936
c:32804459,13,0.4072,0.5928
c:32803753,8,0.9618,0.0382
c:77032,32,0.743,0.257
c:32583876,77,0.8626,0.1374
c:32375926,40,0.7547,0.2453
c:43681,59,0.8137,0.1863
c:32801978,5,0.7684,0.2316
c:57851,40,0.6468,0.3532
c:32801425,48,0.9543,0.0457
c:32801260,9,0.5226,0.4774
c:46815,42,0.0481,0.9519
c:32780695,12,0.6069,0.3931
c:62800,27,0.9653,0.0347
c:19947,40,0.8641,0.1359
c:40526,50,0.3717,0.6283
c:33401298,143,0.518,0.48200000000000004
c:33401233,109,0.6402,0.3598
c:33401154,187,0.6402,0.3598
c:33175696,30,0.6466,0.3534
c:33079025,4,0.6818,0.3182
c:4056,123,0.7134,0.2866
c:32900103,39,0.3543,0.6457
c:35327,39,0.8809999999999999,0.11900000000000001
c:54772,32,0.9904,0.0096
c:286,68,0.9173,0.0827
c:32828452,31,0.9535,0.0465
c:13018532,74,0.6269,0.3731
c:32150410,66,0.3968,0.6032
c:32812276,143,0.1173,0.8827
c:23632249,139,0.5782,0.4218
c:27329342,81,0.8894,0.1106
c:30353718,202,0.6068,0.3932
c:32811828,249,0.6933,0.3067
c:2730,57,0.5591,0.4409
c:12869,48,0.9511,0.0489
c:57647,26,0.1258,0.8742
c:12137,64,0.1131,0.8869
c:32179473,27,0.3175,0.6825
c:16336355,104,0.6970000000000001,0.303
c:32799874,3,0.662,0.33799999999999997
c:32728500,157,0.3808,0.6192
c:28807,134,0.8995,0.1005
c:32799584,76,0.941,0.059000000000000004
c:33250,46,0.1048,0.8952
c:8550988,60,0.0564,0.9436
c:8550988,60,0.4606,0.5394
c:33631,36,0.8197,0.1803
c:32798384,46,0.0326,0.9674
c:25935,35,0.5671,0.4329
c:32798016,28,0.3767,0.6233
c:32755239,5,0.429,0.5710000000000001
c:54592,55,0.22899999999999998,0.7709999999999999
c:32797685,20,0.695,0.305
c:54405,22,0.8611,0.1389
c:34747519,31,0.9083,0.0917
c:40526,50,0.9766,0.0234
c:33956706,7,0.9972,0.0028
c:33401100,171,0.6402,0.3598
c:33105505,6,0.5121,0.4879
c:8038462,10,0.9755,0.0245
c:21155,35,0.9195,0.0805
c:32732571,1,0.7884,0.2116
c:35327,39,0.8809999999999999,0.11900000000000001
c:83121,15,0.6856,0.3144
c:32798289,20,0.7229,0.2771
c:64356,30,0.40700000000000003,0.593
c:32797757,27,0.1794,0.8206
c:2234,63,0.92,0.08
c:32797435,10,0.8742,0.1258
c:32797336,7,0.9908,0.0092
c:32451017,11,0.9903,0.0097
c:2043,80,0.0414,0.9586
c:56177,82,0.976,0.024
c:32540176,16,0.0092,0.9908
c:44499,34,0.2013,0.7987
c:49177,36,0.4056,0.5944
c:66537,98,0.9726,0.0274
c:32796820,11,0.8505,0.1495
c:32796675,3,0.7458,0.2542
c:32796597,3,0.8504,0.1496
c:75962,192,0.9635,0.0365
c:32796435,15,0.9243,0.0757
c:46276,34,0.7741,0.2259
c:32796276,8,0.7006,0.2994
c:35131,44,0.8873,0.1127
c:13763,35,0.1719,0.8281
c:10727154,11,0.4109,0.5891
c:6999142,11,0.5409,0.4591
c:32797527,7,0.6977,0.3023
c:76763,28,0.3844,0.6156
c:32795196,10,0.4915,0.5085
c:32786145,20,0.5808,0.4192
c:14785,109,0.7309,0.2691
c:32795159,46,0.0392,0.9608
c:49945,103,0.8953,0.1047
c:74031,161,0.1532,0.8468
c:11209,51,0.0226,0.9774
c:33339691,2,0.2948,0.7052
c:33073479,11,0.9849,0.0151
c:12326,46,0.9443,0.0557
c:66537,98,0.261,0.7390000000000001
c:70100,146,0.7190000000000001,0.281
c:20647,46,0.0591,0.9409
c:32795031,1,0.7896,0.2104
c:32794832,8,0.3536,0.6464
c:76844,17,0.7825,0.2175
c:32794821,4,0.0293,0.9707
c:32794799,25,0.1589,0.8411
c:32794729,58,0.2909,0.7091
c:68657,63,0.42700000000000005,0.573
c:7415,59,0.3115,0.6885
c:33339691,2,0.9254,0.0746
c:15578,63,0.9693,0.0307
c:32645,32,0.1065,0.8935
c:53665,33,0.992,0.008
c:14241,42,0.9693,0.0307
c:32812510,391,0.8740000000000001,0.126
c:76763,28,0.0269,0.9731
c:32795081,5,0.083,0.917
c:32795031,1,0.7734,0.2266
c:26733,140,0.7853,0.2147
c:58588,17,0.9211,0.0789
c:41258,95,0.0321,0.9679
c:32794589,88,0.2971,0.7029
c:7415,59,0.4192,0.5808
c:75725,77,0.0728,0.9272
c:21781,41,0.2015,0.7985
c:55253,120,0.1884,0.8116
c:2644946,26,0.7293,0.2707
c:79563,25,0.8732,0.1268
c:59407,22,0.0779,0.9221
c:32792196,7,0.6173,0.3827
c:32792078,42,0.5802,0.4198
c:74329,198,0.6047,0.3953
c:53581,15,0.1942,0.8058
c:32693214,12,0.7131,0.2869
c:32640089,5,0.7323,0.2677
c:32698460,8,0.0266,0.9734
c:32791163,92,0.5916,0.4084
c:79416,11,0.6299,0.3701
c:41366,82,0.6335,0.3665
c:33759402,176,0.4599,0.5401
c:33401083,116,0.3008,0.6992
c:33389868,17,0.3922,0.6078
c:33346188,99,0.5296,0.4704
c:32774702,16,0.8385,0.1615
c:33037105,5,0.0989,0.9011
c:35327,39,0.8809999999999999,0.11900000000000001
c:35327,39,0.8745,0.1255
c:35327,39,0.8809999999999999,0.11900000000000001
c:52868,77,0.3475,0.6525
c:32774822,10,0.6696,0.3304
c:22150,42,0.0141,0.9859
c:32790634,24,0.0902,0.9098
c:8805,89,0.0139,0.9861
c:41989,33,0.3077,0.6923
c:32790261,119,0.6048,0.3952
c:27572,41,0.9371,0.0629
c:32789840,14,0.6576,0.3424
c:15185,129,0.027000000000000003,0.973
c:11473440,53,0.1428,0.8572
c:80871,69,0.4128,0.5872
c:32789050,5,0.8425,0.1575
c:32789037,198,0.9363,0.0637
c:32788956,7,0.8238,0.1762
c:10437945,14,0.7652,0.2348
c:81068,51,0.0563,0.9437
c:76811,31,0.8019,0.1981
c:11927,43,0.3589,0.6411
c:33329733,114,0.3793,0.6207
c:33544,25,0.7946,0.2054
c:30858,33,0.8474,0.1526
c:30858,33,0.831,0.16899999999999998
c:33725249,18,0.9788,0.0212
c:32788470,5,0.3429,0.6571
c:81601,28,0.8069,0.1931
c:21155,35,0.6625,0.3375
c:21155,35,0.914,0.086
c:32645,32,0.741,0.259
c:35327,39,0.8809999999999999,0.11900000000000001
c:9682,68,0.6478,0.3522
c:11566342,39,0.9743,0.0257
c:32788715,7,0.3805,0.6195
c:53078,39,0.1767,0.8233
c:28096,74,0.7228,0.2772
c:43681,59,0.5775,0.4225
c:6911779,15,0.7014,0.2986
c:66537,98,0.4324,0.5676
c:3523,67,0.9445,0.0555
c:2204357,33,0.4951,0.5049
c:32635931,43,0.4951,0.5049
c:15403,96,0.5437,0.4563
c:32788134,35,0.2482,0.7518
c:21583,36,0.0892,0.9108
c:32788069,9,0.0528,0.9472
c:32787711,12,0.6629,0.3371
c:32787697,27,0.3937,0.6063
c:81555,23,0.0557,0.9443
c:25037,6,0.9278,0.0722
c:32787575,22,0.9467,0.0533
c:33317,36,0.0717,0.9283
c:83270,29,0.0285,0.9715
c:10514,49,0.317,0.6829999999999999
c:49640,25,0.2081,0.7919
c:5575,145,0.1367,0.8633
c:68588,207,0.1532,0.8468
c:43516,24,0.6704,0.3296
c:16255873,100,0.4847,0.5153
c:32779050,20,0.2489,0.7511
c:33147511,300,0.8828,0.1172
c:32900103,39,0.0165,0.9835
c:32798610,32,0.9714,0.0286
c:66537,98,0.2188,0.7812
c:27773,45,0.3227,0.6773
c:32787463,5,0.023,0.977
c:54244,20,0.2083,0.7917
c:32787364,45,0.5207,0.4793
c:6128,123,0.3266,0.6734
c:22937382,58,0.4266,0.5734
c:32786897,54,0.7646,0.2354
c:32786293,145,0.2547,0.7453
c:32303040,34,0.5476,0.4524
c:35949,51,0.4581,0.5419
c:32786844,9,0.55,0.45
c:32786794,12,0.9089,0.0911
c:33699235,46,0.3278,0.6722
c:32786653,19,0.8024,0.1976
c:45038,34,0.1787,0.8213
c:32786426,125,0.1586,0.8414
c:72466,100,0.804,0.196
c:26560,48,0.9344,0.0656
c:34437,55,0.3018,0.6982
c:32266328,15,0.9894,0.0106
c:74878,12,0.0767,0.9233
c:10556,125,0.2012,0.7988
c:35108997,230,0.1532,0.8468
c:11020541,124,0.7722,0.2278
c:12192519,111,0.5652,0.4348
c:25045,37,0.509,0.491
c:35327,39,0.6319,0.3681
c:59684,101,0.4456,0.5544
c:32828424,11,0.4957,0.5043
c:23509,39,0.997,0.003
c:32802128,7,0.6223,0.3777
c:17975,73,0.9693,0.0307
c:40467,97,0.154,0.846
c:28997,36,0.6327,0.3673
c:32785271,80,0.2303,0.7697
c:20961089,66,0.6105,0.3895
c:60587,26,0.8782,0.1218
c:71030,101,0.4044,0.5956
c:32784938,5,0.7461,0.2539
c:13772,68,0.2558,0.7442
c:41813,42,0.2982,0.7018
c:16858,15,0.1383,0.8617
c:33273,35,0.2337,0.7663
c:32784853,27,0.6868,0.3132
c:23046,43,0.6868,0.3132
c:17243,42,0.9583,0.0417
c:13763,35,0.8333,0.1667
c:59282,63,0.7869,0.2131
c:32448129,8,0.8188,0.1812
c:32164,48,0.8951,0.1049
c:42368,43,0.4123,0.5877
c:45552,25,0.6579999999999999,0.342
c:6137,36,0.5503,0.4497
c:33257099,28,0.8243,0.1757
c:32874,27,0.4629,0.5371
c:32844555,13,0.9831,0.0169
c:32807462,4,0.265,0.735
c:32784616,236,0.4773,0.5227
c:6696134,18,0.81,0.19
c:32766436,23,0.6047,0.3953
c:32784552,53,0.6466,0.3534
c:1252,74,0.0281,0.9719
c:33877174,58,0.0074,0.9926
c:32207836,17,0.5421,0.4579
c:45696,29,0.1061,0.8939
c:32785222,46,0.149,0.851
c:32784582,3,0.3878,0.6122
c:1682644,23,0.9105,0.0895
c:32784564,20,0.3073,0.6927
c:80912,58,0.617,0.38299999999999995
c:32776426,0,0.4419,0.5581
c:17508,45,0.7775,0.2225
c:32682134,8,0.31,0.69
c:32784474,11,0.1319,0.8681
c:6747732,65,0.9315,0.0685
c:35408119,1,0.9534,0.0466
c:80199,137,0.8425,0.1575
c:33295044,52,0.9940000000000001,0.006
c:23917,55,0.1136,0.8864
c:33427281,7,0.6807,0.3193
c:33400966,148,0.6402,0.3598
c:33400883,67,0.6402,0.3598
c:33400785,52,0.518,0.48200000000000004
c:33400582,173,0.6402,0.3598
c:33191693,13,0.9848,0.0152
c:22053536,21,0.9947,0.0053
c:35327,39,0.8961,0.1039
c:35327,39,0.826,0.174
c:35327,39,0.9216,0.0784
c:63304,22,0.5932,0.4068
c:30590,51,0.6966,0.3034
c:32389297,97,0.9634,0.0366
c:32389297,97,0.3081,0.6919
c:32786012,7,0.6105,0.3895
c:32785930,4,0.7887,0.2113
c:32784096,6,0.7519,0.2481
c:32266403,46,0.9049,0.0951
c:32613624,26,0.9191,0.0809
c:20919156,40,0.9756,0.0244
c:53406,25,0.8394,0.1606
c:77085,36,0.6167,0.3833
c:32266403,46,0.8827,0.1173
c:24872405,11,0.9957,0.0043
c:32783643,4,0.6249,0.3751
c:82794,45,0.7273,0.2727
c:32783576,61,0.971,0.028999999999999998
c:32656014,10,0.3568,0.6432
c:32783440,31,0.122,0.878
c:80127,300,0.4332,0.5668
c:32783411,3,0.3555,0.6445
c:22967125,56,0.0736,0.9264
c:24130,38,0.7882,0.2118
c:32782841,16,0.467,0.5329999999999999
c:50139,25,0.9245,0.0755
c:30307,39,0.1869,0.8131
c:32561369,33,0.0973,0.9027
c:20070395,59,0.6793,0.3207
c:23917,55,0.8651,0.1349
c:32682134,8,0.3729,0.6271
c:33261339,136,0.5032,0.4968
c:33256262,36,0.9805,0.0195
c:32465756,3,0.1393,0.8607
c:29408,30,0.9177,0.0823
c:35327,39,0.826,0.174
c:32389297,97,0.8320000000000001,0.168
c:32783314,16,0.7028,0.2972
c:56263,77,0.2608,0.7392
c:6653170,26,0.9189,0.0811
c:32782703,8,0.488,0.512
c:32497469,13,0.9794,0.0206
c:41619,24,0.1446,0.8554
c:130,95,0.4704,0.5296
c:32781967,7,0.4671,0.5329
c:32781678,4,0.7395,0.2605
c:6463172,24,0.1446,0.8554
c:1606,97,0.6958,0.3042
c:32780915,13,0.6598,0.3402
c:32780845,10,0.7577,0.2423
c:32780695,12,0.0244,0.9756
c:32780626,221,0.6859999999999999,0.314
c:32780597,16,0.1371,0.8629
c:32780407,23,0.0869,0.9131
c:19115805,49,0.6387,0.3613
c:59343,20,0.6524,0.3476
c:34870,37,0.6425,0.3575
c:44898,221,0.4288,0.5712
c:32780160,6,0.4929,0.5071
c:32780087,36,0.795,0.205
c:32779985,3,0.5997,0.4003
c:7767,99,0.7737,0.2263
c:41533,74,0.7027,0.2973
c:32350233,213,0.1532,0.8468
c:32132930,267,0.1532,0.8468
c:32002,32,0.79,0.21
c:22563130,118,0.4398,0.5602
c:32758938,7,0.8727,0.1273
c:30121824,11,0.2471,0.7529
c:21366101,15,0.0748,0.9252
c:49561,33,0.9455,0.0545
c:32780377,38,0.7694,0.2306
c:35327,39,0.826,0.174
c:32779671,23,0.0703,0.9297
c:16088,35,0.8048,0.1952
c:19532,43,0.1761,0.8239
c:32779434,17,0.5802,0.4198
c:32779254,29,0.5421,0.4579
c:32779145,2,0.7248,0.2752
c:62553,42,0.3987,0.6013
c:31091,51,0.7242,0.2758
c:13745,47,0.3509,0.6491
c:32684448,34,0.7978,0.2022
c:32326330,40,0.6681,0.3319
c:15094652,9,0.6283,0.3717
c:21249952,49,0.0873,0.9127
c:32777702,34,0.2835,0.7165
c:48075,35,0.9457,0.0543
c:33759941,128,0.9409,0.0591
c:33377018,3,0.7384,0.2616
c:27142,57,0.5545,0.4455
c:11934,124,0.1199,0.8801
c:35327,39,0.8244,0.1756
c:35327,39,0.8759,0.1241
c:55010,64,0.8311,0.1689
c:24217,47,0.9118,0.0882
c:59535,28,0.9959,0.0041
c:24661907,28,0.9727,0.0273
c:32345378,73,0.0233,0.9767
c:32752688,7,0.5936,0.4064
c:32655,55,0.6459,0.3541
c:32777470,5,0.955,0.045
c:59725,27,0.0802,0.9198
c:30897,57,0.3421,0.6579
c:32276992,21,0.1682,0.8318
c:83961,10,0.9909,0.0091
c:1556,149,0.4498,0.5502
c:24470,38,0.9365,0.0635
c:22586959,12,0.2843,0.7157
c:54528,89,0.9344,0.0656
c:26190,49,0.9882,0.0118
c:33400557,132,0.5786,0.4214
c:32839272,6,0.6855,0.3145
c:63304,22,0.8725,0.1275
c:32800100,15,0.385,0.615
c:59907,60,0.9632,0.0368
c:32782785,203,0.6266,0.3734
c:35327,39,0.6265,0.3735
c:35327,39,0.826,0.174
c:32778875,99,0.3285,0.6715
c:32777854,3,0.973,0.027000000000000003
c:32776604,8,0.4232,0.5768
c:32773485,12,0.2201,0.7799
c:44298,34,0.5747,0.4253
c:60834,57,0.8378,0.1622
c:25369,31,0.735,0.265
c:25365,54,0.631,0.369
c:62177,39,0.882,0.11800000000000001
c:20950861,30,0.0373,0.9627
c:32775606,94,0.5367,0.4633
c:30205,62,0.0377,0.9623
c:62758,132,0.5979,0.4021
c:43685,43,0.6783,0.3217
c:28849,32,0.4324,0.5676
c:32775243,9,0.025,0.975
c:27378,43,0.5357,0.4643
c:20268657,8,0.9362,0.0638
c:5046,72,0.7966,0.2034
c:32775161,16,0.9221,0.0779
c:32775052,4,0.07,0.93
c:32401,58,0.2556,0.7444
c:32774990,11,0.0367,0.9633
c:50815,23,0.4116,0.5884
c:78026,73,0.1819,0.8181
c:31254,33,0.6401,0.3599
c:22988,40,0.1214,0.8786
c:54494,91,0.4941,0.5059
c:16271,49,0.9001,0.0999
c:32713098,23,0.7637,0.2363
c:66400,21,0.7424,0.2576
c:14937,44,0.4647,0.5353
c:23532,34,0.1021,0.8979
c:16766,26,0.9723,0.0277
c:15890512,7,0.6583,0.3417
c:33693494,28,0.8391,0.1609
c:33277150,21,0.1387,0.8613
c:33105505,6,0.9616,0.0384
c:8636918,35,0.6482,0.3518
c:63304,22,0.8935,0.1065
c:35327,39,0.7833,0.2167
c:19950004,12,0.9148,0.0852
c:32775790,6,0.3888,0.6112
c:6469,76,0.9444,0.0556
c:10587013,25,0.8866,0.1134
c:32774664,4,0.8488,0.1512
c:32774616,86,0.7721,0.2279
c:31642,31,0.4958,0.5042
c:32774353,15,0.9,0.1
c:76898,23,0.0347,0.9653
c:32774171,7,0.9683,0.0317
c:32773866,26,0.5629,0.4371
c:32773769,43,0.1988,0.8012
c:65773,17,0.5299,0.4701
c:55044,301,0.0811,0.9189
c:3600043,13,0.4818,0.5182
c:60048,28,0.7167,0.2833
c:32773261,6,0.6292,0.3708
c:20253,57,0.2398,0.7602
c:23703951,9,0.9865,0.0135
c:27143,39,0.9414,0.0586
c:21242,45,0.0814,0.9186
c:32679116,7,0.2574,0.7426
c:23337,33,0.0063,0.9937
c:32335477,32,0.8932,0.1068
c:32772442,23,0.3366,0.6634
c:47744,31,0.7343,0.2657
c:32772326,25,0.7089,0.2911
c:32772260,28,0.6061,0.3939
c:29604,33,0.0116,0.9884
c:77413,22,0.6054,0.3946
c:28196,34,0.9065,0.0935
c:54193,35,0.1721,0.8279
c:30380,44,0.6235,0.3765
c:32993062,40,0.9398,0.0602
c:32799235,3,0.4178,0.5822
c:32773961,175,0.1972,0.8028
c:41357,32,0.4297,0.5703
c:9921,99,0.0087,0.9913
c:7826,138,0.2995,0.7005
c:519,85,0.3879,0.6121
c:4028,80,0.5274,0.4726
c:3698,97,0.9444,0.0556
c:33404973,25,0.1017,0.8983
c:35327,39,0.7833,0.2167
c:32756559,13,0.9394,0.0606
c:3173659,127,0.8598,0.1402
c:54224,66,0.354,0.6459999999999999
c:32771114,32,0.5624,0.4376
c:14720,51,0.0659,0.9341
c:61675,19,0.5906,0.4094
c:24103,38,0.4216,0.5784
c:35425461,5,0.9864,0.0136
c:29944,46,0.1532,0.8468
c:35904,33,0.5027,0.4973
c:42652,24,0.3789,0.6211
c:32465756,3,0.6225,0.3775
c:60276,25,0.3737,0.6263
c:32844555,13,0.457,0.5429999999999999
c:23984322,24,0.9841,0.0159
c:35327,39,0.8759,0.1241
c:11329384,228,0.9543,0.0457
c:6961524,88,0.1414,0.8586
c:32319713,104,0.6096,0.3904
c:32775322,117,0.2397,0.7603
c:8394444,69,0.951,0.049
c:1925,207,0.6404,0.3596
c:9099,49,0.0075,0.9925
c:28929,48,0.9283,0.0717
c:6961524,88,0.1075,0.8925
c:23750,70,0.8884,0.1116
c:32770674,27,0.9653,0.0347
c:10287,37,0.3629,0.6371
c:60276,25,0.9224,0.0776
c:32770532,177,0.3787,0.6213
c:13583254,32,0.9611,0.0389
c:32770516,27,0.5054,0.4946
c:32770308,162,0.6889,0.3111
c:35985,39,0.9404,0.0596
c:14720,51,0.2679,0.7321
c:78400,25,0.9788,0.0212
c:32770251,10,0.9912,0.0088
c:32466620,113,0.7048,0.2952
c:38753,40,0.4122,0.5878
c:42476,32,0.6187,0.3813
c:9099,49,0.1677,0.8323
c:32769921,178,0.9309,0.0691
c:76991,66,0.8581,0.1419
c:28167,23,0.988,0.012
c:12922,47,0.9437,0.0563
c:32769783,55,0.6466,0.3534
c:42152,21,0.8273,0.1727
c:34088248,12,0.9073,0.0927
c:33295911,71,0.1912,0.8088
c:51290,52,0.2078,0.7922
c:30121824,11,0.9168,0.0832
c:30739,36,0.6868,0.3132
c:32799492,49,0.2362,0.7638
c:35327,39,0.7833,0.2167
c:32779050,20,0.8285,0.1715
c:32778724,170,0.496,0.504
c:32245194,163,0.2175,0.7825
c:32238441,184,0.7569,0.2431
c:32778224,173,0.9181,0.0819
c:1904,71,0.1367,0.8633
c:32770395,4,0.5675,0.4325
c:42608,39,0.9162,0.0838
c:23512,42,0.8052,0.1948
c:32769650,3,0.8154,0.1846
c:8550988,60,0.259,0.741
c:8550988,60,0.0215,0.9785
c:2996,195,0.3134,0.6866
c:34781805,24,0.9076,0.0924
c:32769033,34,0.2338,0.7662
c:954,60,0.6891,0.3109
c:33758,31,0.4033,0.5967
c:32768629,1,0.2877,0.7123
c:32768366,37,0.5645,0.4355
c:42621,35,0.5976,0.4024
c:16917,44,0.8674,0.1326
c:32575234,16,0.6795,0.3205
c:32768219,14,0.0343,0.9657
c:20407,42,0.9794,0.0206
c:32768133,153,0.6592,0.3408
c:32768062,18,0.1218,0.8782
c:33775887,8,0.4477,0.5523
c:33467923,49,0.41,0.59
c:33400528,51,0.8276,0.1724
c:32751051,1,0.9927,0.0073
c:28420,35,0.3344,0.6656
c:34891,24,0.2845,0.7155
c:29893,11,0.9076,0.0924
c:32841807,26,0.6890000000000001,0.311
c:35327,39,0.8809999999999999,0.11900000000000001
c:35327,39,0.9198,0.0802
c:49112,65,0.8096,0.1904
c:32306334,174,0.7459,0.2541
c:32778093,131,0.5846,0.4154
c:32163874,223,0.5724,0.4276
c:11873953,93,0.2377,0.7623
c:32237002,265,0.5218,0.4782
c:32777944,48,0.4087,0.5913
c:32777759,281,0.7459,0.2541
c:32771947,29,0.8424,0.1576
c:21525,29,0.2272,0.7728
c:16799326,159,0.3179,0.6821
c:32768025,2,0.2576,0.7424
c:12758,47,0.1576,0.8424
c:9258,50,0.1469,0.8531
c:44015,39,0.024,0.976
c:32767831,8,0.4049,0.5951
c:32281452,226,0.0282,0.9718
c:32267803,10,0.1917,0.8083
c:1873,73,0.0909,0.9091
c:32767405,3,0.3766,0.6234
c:69099,47,0.0311,0.9689
c:32767072,19,0.0687,0.9313
c:3173,81,0.6155,0.3845
c:3009,115,0.9808,0.0192
c:446,81,0.4468,0.5532
c:5599993,31,0.7028,0.2972
c:16727,62,0.195,0.805
c:30958,37,0.6472,0.3528
c:16742,28,0.2586,0.7414
c:32753503,9,0.364,0.636
c:76763,28,0.0319,0.9681
c:14583,54,0.0817,0.9183
c:76749,13,0.8981,0.1019
c:28420,35,0.0702,0.9298
c:33428094,16,0.4595,0.5405
c:57251,31,0.8946,0.1054
c:60811,18,0.5799,0.4201
c:32766918,17,0.963,0.037000000000000005
c:30990737,146,0.6082,0.3918
c:21530277,89,0.6051,0.3949
c:32764558,93,0.7995,0.2005
c:51290,51,0.6864,0.3136
c:17758,57,0.1707,0.8293
c:28872,39,0.4141,0.5859
c:12579672,29,0.9903,0.0097
c:83730,50,0.6913,0.3087
c:32766585,22,0.9875,0.0125
c:32766526,5,0.1751,0.8249
c:32766436,22,0.1904,0.8096
c:32720386,4,0.9774,0.0226
c:40746,30,0.1128,0.8872
c:9271,48,0.7423,0.2577
c:62465,15,0.8127,0.1873
c:72632,13,0.3453,0.6547
c:23917,54,0.8686,0.1314
c:33400481,66,0.7951,0.2049
c:27312,34,0.6125,0.3875
c:32788715,6,0.7599,0.2401
c:66537,97,0.9823,0.0177
c:32766762,47,0.6512,0.3488
c:32636052,151,0.743,0.257
c:16799472,44,0.9833,0.0167
c:8635782,19,0.9522,0.0478
c:32766289,101,0.6105,0.3895
c:29894,250,0.0271,0.9729
c:42754,35,0.3584,0.6416
c:27149,31,0.3394,0.6606
c:32765713,5,0.7863,0.2137
c:45003,93,0.8524,0.1476
c:960767,18,0.9213,0.0787
c:14949,43,0.1189,0.8811
c:18058,39,0.5793,0.4207
c:1509309,8,0.5876,0.4124
c:8491720,7,0.9578,0.0422
c:84114,18,0.8315,0.1685
c:11054,49,0.3068,0.6932
c:32765271,94,0.951,0.049
c:32765209,42,0.4252,0.5748
c:49681,27,0.9021,0.0979
c:77715,51,0.7240000000000001,0.276
c:34350799,255,0.1532,0.8468
c:71216,38,0.4319,0.5681
c:33346188,98,0.6912,0.3088
c:33077442,0,0.9816,0.0184
c:34016,2,0.8273,0.1727
c:32331,10,0.992,0.008
c:35327,38,0.7833,0.2167
c:32776032,55,0.2456,0.7544
c:66537,97,0.9318,0.0682
c:66537,97,0.9227,0.0773
c:66537,97,0.748,0.252
c:66537,97,0.5122,0.4878
c:2937,64,0.5141,0.4859
c:32765286,45,0.9976,0.0024
c:6981598,107,0.8978,0.1022
c:32765124,22,0.67,0.33
c:32682552,7,0.9337,0.0663
c:76338,34,0.943,0.057
c:29494,41,0.7876,0.2124
c:57294,31,0.7692,0.2308
c:32764887,25,0.9751,0.0249
c:41777,108,0.2391,0.7609
c:77337,47,0.7002,0.2998
c:32764558,93,0.3012,0.6988
c:8550988,59,0.0135,0.9865
c:8550988,59,0.4534,0.5466
c:42937,88,0.0938,0.9062
c:12870,95,0.1686,0.8314
c:32764268,9,0.9433,0.0567
c:32764230,19,0.9401,0.0599
c:33991,28,0.1881,0.8119
c:11180,50,0.9398,0.0602
c:34338,50,0.4033,0.5967
c:83797,6,0.7345,0.2655
c:32700165,40,0.9026,0.0974
c:72373,186,0.7587,0.2413
c:12326,45,0.9901,0.0099
c:35327,38,0.7833,0.2167
c:32776571,41,0.9655,0.0345
c:32766045,206,0.0432,0.9568
c:32765977,102,0.3563,0.6437
c:32763893,8,0.9446,0.0554
c:77413,21,0.1166,0.8834
c:38851,153,0.1211,0.8789
c:1964,98,0.075,0.925
c:7153,126,0.8247,0.1753
c:3571,59,0.7468,0.2532
c:4167,57,0.7806,0.2194
c:59947,33,0.3228,0.6772
c:32763387,2,0.3041,0.6959
c:32763550,91,0.5745,0.4255
c:32763456,82,0.063,0.937
c:66765,20,0.4858,0.5142
c:32708691,69,0.8456,0.1544
c:32755571,42,0.9262,0.0738
c:61494,14,0.9179999999999999,0.08199999999999999
c:32563,42,0.9849,0.0151
c:75997,22,0.9453,0.0547
c:32762725,46,0.9934,0.0066
c:32511177,8,0.0289,0.9711
c:83713,18,0.2313,0.7687
c:6001,59,0.2672,0.7328
c:32762395,16,0.4584,0.5416
c:21115167,5,0.9146,0.0854
c:32762340,11,0.2935,0.7065
c:44132,38,0.9034,0.0966
